date,1-7_a,10-15_a,10-4_a,10-5_a,10-6_a,11-12_a,11-13_a,11-7_a,12-14_a,13-12_a,13-14_a,14-15_a,14-9_a,15-10-1_a,15-10-2_a,15-16_a,15-17_a,15-6_a,16-15_a,17-16_a,17-18_a,19-18_a,2-3_a,20-15_a,20-17-1_a,20-17-2_a,20-19_a,21-11_a,21-13_a,21-14_a,21-15_a,21-20_a,23-21_a,23-22_a,24-23_a,5-6_a,6-5-1_a,6-5-2_a,7-2_a,7-8_a,8-2_a,8-9_a,9-10_a,9-3_a,sea_a
2017/5/28,-676400,-191100000,4800000,35900000,-19140000,117600000,828000000,-5880000,-248900000,-366000000,-132800000,-726000000,276000000,-142100000,-282000000,62400000,345800000,-8000000,28650000,-33090000,-153500000,156200000,22400000,6500000,-56670000,-474000000,159800000,942000000,-1327000000,-67400000,860000000,-361600000,48100000,-153000,44600000,21820000,-23800000,16660000,130000,-7930000,23110000,-37600000,257000000,-20830000,41100000
2017/5/29,-8438400,-143400000,16900000,37500000,-13440000,-3600000,220000000,12550000,-285400000,-275000000,-50300000,-741000000,316000000,-123000000,-247000000,29700000,286600000,1900000,21430000,-1010000,-131800000,143500000,19860000,29900000,-38400000,-371000000,157400000,240000000,-538000000,-78100000,793000000,-201200000,239800000,1364300,245900000,26220000,-10900000,17840000,276000,-6130000,22270000,-44100000,275000000,-12170000,260000000
2017/5/30,-17704000,-121300000,31000000,28100000,-5090000,103100000,221000000,37960000,-150700000,-240000000,-82600000,-456000000,313000000,-92200000,-210000000,63900000,291900000,26800000,20130000,-28430000,-94000000,125500000,18130000,5200000,-9770000,-382000000,162400000,388000000,-534000000,109100000,654000000,-180100000,481500000,3062260,495900000,33430000,18000000,19580000,891000,1860000,22970000,-47400000,251000000,-1940000,525100000
2017/5/31,-37588150,-86500000,39900000,24600000,2900000,136100000,228000000,71010000,-100000000,-216000000,-174500000,-363000000,313000000,-65900000,-161000000,70900000,229600000,40100000,18630000,-26430000,-53600000,106200000,14760000,-2100000,17980000,-295000000,169000000,470000000,-605000000,251300000,576000000,-45200000,708300000,5544580,731000000,36740000,33900000,17380000,2339000,2040000,24170000,-56000000,228000000,7370000,768200000
2017/6/1,-42475450,-66700000,-3200000,30400000,6900000,175100000,-47000000,70810000,-66300000,-221000000,-113000000,-302000000,265000000,-58500000,-140000000,48700000,223800000,28500000,12510000,-7570000,-21600000,78500000,8810000,5100000,31210000,-254000000,147800000,231000000,-273000000,167700000,480000000,-4800000,657600000,7725620,684600000,35030000,24700000,16350000,4105000,-4020000,22100000,-56000000,185000000,4660000,723100000
2017/6/2,-41910300,-65200000,-8200000,34700000,10360000,244000000,-178000000,67570000,-24600000,-250000000,-16900000,-220000000,243000000,-45000000,-134000000,66600000,171300000,18600000,15320000,-25080000,-7500000,59900000,8120000,11500000,31640000,-208000000,123700000,161000000,-78000000,86700000,360000000,17700000,599200000,7014740,623800000,33720000,17000000,17350000,4686000,-4590000,22060000,-54100000,168000000,3410000,655900000
2017/6/3,-27180700,-72400000,-25200000,32100000,6690000,211400000,8000000,36970000,-33300000,-234000000,-45000000,-234000000,203000000,-52100000,-143000000,54600000,119600000,1300000,13710000,-25040000,-12800000,45300000,8530000,25300000,20380000,-162000000,84300000,275000000,-280000000,60800000,263000000,4900000,351700000,4110400,368300000,23820000,-100000,14760000,3105000,-9720000,18060000,-45100000,147000000,-290000,386600000
2017/6/4,809000,-79600000,-53300000,25500000,-430000,198400000,11000000,-25660000,-63800000,-260000000,-134300000,-333000000,154000000,-74700000,-179000000,28000000,60800000,-24200000,2240000,-23540000,-32900000,35700000,-2020000,37700000,6090000,-122000000,38900000,186000000,-405000000,21200000,185000000,-33600000,-43900000,850600,-37400000,9210000,-23700000,7360000,-2038000,-23770000,190000,-24700000,146000000,-18660000,-33300000
2017/6/5,19756800,-95400000,-84100000,21900000,-7780000,148600000,155000000,-76200000,-105600000,-263000000,-208000000,-452000000,120000000,-102200000,-225000000,4300000,18700000,-46100000,-8170000,-24970000,-59200000,35100000,-10720000,41300000,-9610000,-106000000,6900000,214000000,-631000000,-28600000,151000000,-93900000,-412100000,-2597900,-417400000,-550000,-43500000,4050000,-6958000,-37410000,-14770000,-7400000,154000000,-32300000,-427100000
2017/6/6,41865500,-114700000,-101200000,19600000,-14560000,116600000,305000000,-107650000,-131600000,-260000000,-241900000,-525000000,107000000,-124400000,-255000000,2100000,-2900000,-60300000,-12590000,-30740000,-85200000,42000000,-9930000,56500000,-25550000,-106000000,-13600000,294000000,-813000000,-58500000,140000000,-127300000,-596400000,-4103700,-607900000,-9080000,-59900000,-1380000,-9584000,-35990000,-18080000,2500000,157000000,-35370000,-624900000
2017/6/7,38946000,-124900000,-105500000,22300000,-17940000,108300000,327000000,-104740000,-179900000,-303000000,-210400000,-633000000,121000000,-140200000,-265000000,-8200000,16400000,-63200000,-10690000,-22570000,-98600000,52200000,-6100000,53100000,-34330000,-125000000,-5700000,309000000,-849000000,-138600000,237000000,-158700000,-640100000,-5052450,-656700000,-9650000,-65300000,250000,-8616000,-37180000,-13890000,-2000000,166000000,-33350000,-680300000
2017/6/8,27948100,-135300000,-98400000,25100000,-17780000,94300000,271000000,-92170000,-193100000,-302000000,-169500000,-692000000,146000000,-144000000,-281000000,-17300000,41100000,-60200000,-10090000,-15390000,-102700000,63000000,-4120000,48100000,-37040000,-144000000,14000000,251000000,-752000000,-200900000,308000000,-168400000,-602300000,-6700780,-622400000,-6290000,-62600000,760000,-6221000,-37220000,-7940000,-6500000,185000000,-30930000,-648400000
2017/6/9,18764900,-129500000,-86900000,29400000,-17280000,55100000,257000000,-74480000,-173800000,-242000000,-243200000,-693000000,153000000,-143900000,-261000000,-5800000,66800000,-53300000,-8400000,-20010000,-101300000,70800000,-1880000,42400000,-35810000,-173000000,36500000,216000000,-752000000,-141200000,374000000,-171600000,-513500000,-4486050,-531800000,-1360000,-57500000,2110000,-4360000,-33800000,-3800000,-7900000,187000000,-27810000,-558000000
2017/6/10,10822600,-131600000,-75100000,31600000,-15230000,76400000,221000000,-61060000,-191100000,-278000000,-199000000,-671000000,178000000,-139800000,-259000000,1400000,91200000,-45400000,-7790000,-21580000,-97700000,77400000,-1270000,42200000,-32770000,-193000000,54900000,218000000,-706000000,-118100000,400000000,-161300000,-400200000,-2698780,-415900000,2980000,-50300000,3530000,-3721000,-33740000,-1030000,-15600000,198000000,-24750000,-438800000
2017/6/11,6486400,-127600000,-64800000,32100000,-13160000,87400000,230000000,-51300000,-192900000,-287000000,-197400000,-641000000,196000000,-133600000,-252000000,6500000,102700000,-38100000,-7580000,-21610000,-92900000,79000000,-680000,34600000,-28790000,-199000000,63200000,254000000,-720000000,-64400000,417000000,-151800000,-287600000,-1436370,-298000000,6490000,-43100000,4990000,-3374000,-32840000,810000,-21400000,205000000,-22100000,-313900000
2017/6/12,2742300,-129900000,-52400000,31300000,-8740000,118600000,280000000,-40760000,-192900000,-315000000,-172400000,-593000000,227000000,-122400000,-260000000,6900000,110200000,-28900000,-7810000,-18130000,-85100000,77600000,890000,30700000,-22770000,-196000000,69000000,352000000,-769000000,-4800000,401000000,-130400000,-161300000,-684570,-167100000,11360000,-31500000,7860000,-3201000,-30390000,3450000,-28400000,218000000,-16380000,-174500000
2017/6/13,-3250100,-124300000,-40000000,31100000,-2420000,122600000,280000000,-23830000,-182400000,-304000000,-172800000,-521000000,259000000,-107500000,-253000000,10000000,124000000,-17200000,-8020000,-16540000,-73200000,76300000,2430000,21700000,-12360000,-199000000,80200000,380000000,-755000000,94500000,390000000,-105500000,10600000,237500,9300000,17880000,-16200000,11520000,-2849000,-26910000,6590000,-39000000,228000000,-9540000,11400000
2017/6/14,-10398600,-99300000,-28300000,31600000,4500000,140700000,168000000,-4370000,-156500000,-289000000,-134300000,-473000000,287000000,-94300000,-221000000,9700000,154600000,-5400000,-6990000,-8090000,-57600000,75000000,3370000,15400000,1270000,-209000000,95500000,319000000,-586000000,116300000,420000000,-72600000,219600000,1647010,226000000,24290000,-1000000,14150000,-2350000,-22810000,9250000,-48200000,233000000,-3520000,239100000
2017/6/15,-21522700,-84600000,-19000000,32100000,11580000,194400000,-20000000,16570000,-125800000,-307000000,-64600000,-325000000,303000000,-77100000,-199000000,33600000,154200000,3600000,-7780000,-25610000,-37600000,71400000,3750000,8800000,16910000,-213000000,110800000,213000000,-343000000,187000000,343000000,-33300000,408100000,3238890,421700000,28760000,11200000,14170000,-1620000,-21290000,12080000,-56900000,229000000,2170000,445200000
2017/6/16,-35150900,-79400000,-12600000,34000000,16880000,178500000,-50000000,33660000,-112500000,-274000000,-56300000,-254000000,315000000,-62300000,-184000000,47000000,175400000,5800000,-7620000,-31270000,-19500000,64600000,3570000,4700000,27930000,-228000000,119600000,191000000,-269000000,249500000,342000000,-21800000,540500000,5700379,561200000,30740000,15600000,12990000,-16000,-25860000,15980000,-68700000,222000000,6830000,592600000
2017/6/17,-42877300,-79500000,-7900000,38300000,20100000,187000000,7000000,48300000,-107600000,-275000000,-1700000,-212000000,318000000,-53700000,-178000000,54700000,186800000,6700000,-5520000,-33320000,-4500000,60000000,4250000,6500000,33800000,-230000000,127800000,271000000,-272000000,238800000,332000000,-300000,623200000,7094501,647300000,34120000,17200000,14950000,2332000,-23530000,20040000,-71700000,220000000,8430000,681200000
2017/6/18,-40886100,-82600000,-6500000,40000000,18120000,202300000,65000000,49800000,-99700000,-285000000,-4900000,-225000000,314000000,-50800000,-182000000,57200000,183600000,5300000,-360000,-31050000,-5100000,56400000,6580000,12600000,27790000,-220000000,118200000,345000000,-342000000,217000000,333000000,-3300000,599600000,7011820,624200000,33190000,12300000,15610000,3345000,-19660000,22360000,-69800000,219000000,7790000,655800000
2017/6/19,-29253900,-85600000,-23500000,34600000,9710000,159500000,181000000,24110000,-132000000,-280000000,-70500000,-295000000,279000000,-70700000,-189000000,46300000,147900000,-3200000,350000,-31060000,-19400000,53700000,7170000,10000000,13860000,-197000000,96400000,383000000,-526000000,199000000,315000000,-39900000,358800000,4156000,376100000,24820000,-400000,14350000,1773000,-24380000,18410000,-60400000,206000000,640000,394700000
2017/6/20,5783000,-113800000,-63200000,29100000,-3850000,116300000,279000000,-48870000,-173700000,-290000000,-163300000,-450000000,192000000,-110400000,-233000000,21100000,98900000,-32400000,-11540000,-31840000,-55100000,53700000,-7310000,33500000,-8500000,-177000000,50200000,346000000,-732000000,79100000,286000000,-100200000,-122000000,287500,-115600000,8150000,-31400000,6480000,-4481000,-36370000,-5630000,-27400000,190000000,-24860000,-112300000
2017/6/21,37374100,-151500000,-108100000,30700000,-16770000,79400000,126000000,-108070000,-217500000,-310000000,-162000000,-673000000,120000000,-152200000,-284000000,-5800000,62000000,-69800000,-18490000,-30170000,-101600000,59600000,-12770000,56300000,-37390000,-177000000,7700000,76000000,-605000000,-188700000,319000000,-193000000,-626400000,-3426200,-635200000,-7700000,-69700000,-1210000,-9965000,-39820000,-20590000,3300000,178000000,-41960000,-650500000
2017/6/22,63672200,-195000000,-132300000,31500000,-28380000,1800000,458000000,-139250000,-270000000,-292000000,-154700000,-797000000,70000000,-178300000,-320000000,25300000,140800000,-92300000,-9220000,-62560000,-146200000,76200000,-5770000,50300000,-66000000,-314000000,-11200000,291000000,-917000000,-326500000,502000000,-404200000,-908700000,-6633360,-929800000,-19350000,-98200000,-3120000,-11880000,-34380000,-20750000,17900000,155000000,-47760000,-959800000
2017/6/23,46549600,-216600000,-126000000,34600000,-33950000,47900000,625000000,-126470000,-334600000,-407000000,-134800000,-1000000000,100000000,-193400000,-362000000,-20800000,188300000,-92800000,-11350000,-28230000,-165400000,97800000,1090000,5600000,-82150000,-338000000,15700000,507000000,-1183000000,-460000000,707000000,-483300000,-982900000,-11946930,-1018500000,-17310000,-102900000,-2620000,-7337000,-36690000,-9590000,13400000,190000000,-49910000,-1061600000
2017/6/24,23968600,-224000000,-95400000,51800000,-30560000,241700000,478000000,-67020000,-323300000,-587000000,3400000,-959000000,165000000,-206100000,-369000000,-61500000,259000000,-79500000,-16100000,19250000,-180600000,133000000,8180000,45900000,-79770000,-375000000,79600000,616000000,-1076000000,-504200000,665000000,-398400000,-763200000,-5684070,-792700000,-2460000,-92200000,1780000,-2072000,-13500000,2650000,21500000,254000000,-44170000,-839200000
2017/6/25,11186400,-233200000,-72500000,49000000,-25230000,151900000,819000000,-50170000,-310000000,-475000000,-59700000,-820000000,207000000,-185400000,-363000000,7600000,255600000,-54700000,-5520000,-27950000,-166200000,142500000,10710000,47400000,-72630000,-397000000,115600000,895000000,-1365000000,-263600000,650000000,-348900000,-476100000,-2698940,-497400000,7460000,-68500000,7070000,-1462000,-21640000,9200000,-8800000,253000000,-38470000,-530800000
2017/6/26,3496200,-217700000,-51100000,53900000,-19310000,117100000,713000000,-18000000,-264800000,-387000000,-118200000,-757000000,248000000,-172100000,-332000000,-2800000,267200000,-41500000,-4180000,-6340000,-163300000,156800000,14380000,28300000,-61460000,-381000000,149400000,803000000,-1223000000,-133600000,660000000,-280300000,-191100000,-1175100,-202100000,15330000,-54300000,11830000,-369000,-7830000,14460000,-15900000,265000000,-28380000,-218900000
2017/6/27,-6306500,-176300000,-32400000,45800000,-10360000,-82000000,455000000,-15900000,-316000000,-229000000,-128000000,-708000000,304000000,-138700000,-284000000,17400000,349700000,-15400000,5450000,-6920000,-136400000,145000000,13380000,-32900000,-43800000,-442000000,155300000,366000000,-808000000,47600000,850000000,-348000000,124100000,849300,127100000,24170000,-24000000,16810000,-2236000,-27610000,17720000,-58200000,255000000,-16240000,134700000
2017/6/28,-12077800,-152500000,-23800000,40800000,-2710000,68400000,66000000,8080000,-256500000,-315000000,-34100000,-600000000,311000000,-121100000,-261000000,30800000,333000000,-2000000,1020000,-19130000,-106600000,127600000,11440000,13500000,-20550000,-423000000,152800000,162000000,-409000000,16600000,734000000,-244700000,292800000,2112920,302900000,28650000,-5300000,17320000,-1198000,-15920000,16500000,-52500000,256000000,-8760000,325100000
2017/6/29,-25071600,-104400000,-12400000,36500000,5880000,95600000,176000000,29700000,-181500000,-261000000,-26900000,-513000000,335000000,-93000000,-217000000,27900000,318400000,14400000,-690000,-9740000,-68500000,109200000,8870000,31100000,5450000,-375000000,156500000,329000000,-451000000,51400000,663000000,-130100000,511900000,3828520,529300000,34110000,15300000,16990000,-753000,-16540000,17360000,-63100000,252000000,450000,560500000
2017/6/30,-36325900,-84500000,-12000000,33700000,9780000,151100000,145000000,42550000,-161400000,-294000000,-104000000,-340000000,325000000,-78200000,-193000000,47500000,244300000,15100000,-7110000,-29460000,-34100000,82100000,5480000,-7300000,25330000,-305000000,140700000,369000000,-531000000,275300000,499000000,-87400000,579600000,5945380,602500000,32420000,17600000,13940000,761000,-20680000,17380000,-66500000,237000000,4510000,637700000
2017/7/1,-36507300,-78500000,9600000,35200000,14810000,172200000,-34000000,39840000,-133600000,-288000000,-26000000,-229000000,314000000,-53900000,-179000000,42600000,214900000,6200000,-8290000,-26670000,-7800000,56500000,3070000,21300000,33540000,-257000000,115500000,204000000,-269000000,264600000,348000000,-32000000,563900000,6583290,587000000,31450000,13700000,13940000,1850000,-21780000,16630000,-63000000,229000000,5260000,618600000
2017/7/2,-29127600,-83000000,5400000,34700000,13140000,197900000,-161000000,31690000,-105700000,-291000000,45300000,-155000000,262000000,-44000000,-169000000,50600000,152900000,-3000000,-7690000,-39460000,800000,35300000,1020000,26300000,29870000,-203000000,78700000,89000000,-76000000,183700000,224000000,-25600000,430200000,5127490,449000000,25730000,3400000,12020000,1915000,-17550000,12480000,-49700000,196000000,3220000,472500000
2017/7/3,-15935800,-84000000,-12000000,29100000,8000000,207400000,-248000000,8120000,-93600000,-295000000,24900000,-168000000,201000000,-48500000,-166000000,37300000,108000000,-13200000,-10910000,-39450000,-4400000,24000000,290000,27700000,20920000,-163000000,48300000,-23000000,-18000000,110000000,161000000,-45300000,202300000,2406000,213100000,17090000,-7900000,9910000,414000,-17970000,7140000,-35000000,161000000,-990000,224200000
2017/7/4,4915700,-91400000,-34400000,22500000,1040000,182900000,-178000000,-37560000,-113300000,-297000000,-36000000,-233000000,148000000,-65700000,-183000000,15500000,65700000,-31000000,-19080000,-35230000,-21300000,18200000,-8760000,39600000,10090000,-134000000,13500000,-32000000,-155000000,63100000,105000000,-71500000,-95000000,-80400,-91900000,5820000,-25500000,4350000,-3380000,-27470000,-7210000,-17800000,145000000,-14820000,-91800000
2017/7/5,19406500,-101800000,-54100000,20600000,-4820000,157000000,-36000000,-72280000,-137500000,-302000000,-96800000,-303000000,115000000,-85200000,-206000000,-2000000,32200000,-43800000,-23490000,-32630000,-41500000,18400000,-14050000,47200000,-1150000,-117000000,-8900000,36000000,-368000000,37300000,65000000,-105200000,-356700000,-2465700,-362200000,260000,-38000000,2430000,-7120000,-34320000,-17480000,-3400000,144000000,-24440000,-372100000
2017/7/6,36388100,-117900000,-69300000,18800000,-12320000,110200000,101000000,-96230000,-163500000,-284000000,-174700000,-376000000,101000000,-108100000,-225000000,-11700000,26600000,-54900000,-25790000,-28000000,-64900000,26400000,-12760000,44800000,-13160000,-122000000,-22800000,99000000,-566000000,50200000,89000000,-146400000,-501400000,-3607680,-511900000,-7050000,-52800000,-1190000,-8942000,-33990000,-19470000,3100000,142000000,-27890000,-527400000
2017/7/7,33048760,-133000000,-75600000,22900000,-15400000,89900000,117000000,-90680000,-189800000,-293000000,-195200000,-485000000,116000000,-125400000,-247000000,-20800000,39300000,-60600000,-26190000,-24320000,-80000000,39400000,-9700000,49100000,-22220000,-142000000,-11600000,96000000,-613000000,1000000,163000000,-169700000,-558200000,-4969520,-573700000,-7820000,-60300000,-440000,-7356000,-31800000,-15490000,3300000,160000000,-27260000,-595100000
2017/7/8,25849940,-143100000,-71600000,26700000,-17590000,42100000,267000000,-82510000,-215800000,-272000000,-230300000,-597000000,140000000,-135800000,-266000000,-30300000,83300000,-59800000,-23580000,-14420000,-91400000,54500000,-7140000,45200000,-28500000,-182000000,9700000,204000000,-778000000,-29000000,291000000,-202300000,-554100000,-5973260,-572900000,-5590000,-61800000,-80000,-5429000,-31260000,-10610000,2000000,182000000,-27040000,-598100000
2017/7/9,17708000,-145100000,-62100000,32300000,-18800000,35500000,266000000,-68530000,-235500000,-284000000,-247400000,-679000000,166000000,-145600000,-269000000,-32000000,125300000,-56000000,-22540000,-8010000,-100100000,70300000,-4290000,37100000,-32450000,-222000000,37300000,210000000,-808000000,-48500000,412000000,-223100000,-498600000,-4222470,-517700000,-1730000,-61000000,1050000,-3794000,-29220000,-6340000,200000,207000000,-25800000,-545300000
2017/7/10,11210800,-160500000,-50500000,35500000,-18280000,28300000,409000000,-54890000,-246400000,-287000000,-292400000,-683000000,188000000,-146500000,-282000000,-20100000,155400000,-49300000,-18380000,-10740000,-108600000,86500000,-2750000,50600000,-34400000,-258000000,61600000,363000000,-996000000,28100000,452000000,-214000000,-403100000,-2348620,-419000000,2280000,-56100000,2310000,-2970000,-26750000,-3230000,-3700000,223000000,-25060000,-443600000
2017/7/11,6933000,-175700000,-36500000,36500000,-15420000,27500000,473000000,-46870000,-251900000,-286000000,-261300000,-639000000,222000000,-137800000,-300000000,15300000,167000000,-39800000,-12280000,-35650000,-114400000,99300000,60000,31500000,-35410000,-293000000,82200000,439000000,-1027000000,85000000,489000000,-239600000,-277200000,-1610750,-288800000,7780000,-46300000,5400000,-2829000,-26990000,1040000,-14400000,238000000,-21510000,-306800000
2017/7/12,950200,-160300000,-21600000,37800000,-10980000,74800000,383000000,-29030000,-251400000,-329000000,-143900000,-638000000,249000000,-128800000,-267000000,40200000,213200000,-27500000,-3890000,-46780000,-113900000,108600000,3490000,8900000,-32090000,-346000000,102200000,424000000,-858000000,2900000,618000000,-276500000,-97200000,-609800,-103600000,14700000,-32400000,9760000,-2449000,-23030000,6170000,-27400000,239000000,-14570000,-110800000
2017/7/13,-5476100,-141500000,-9400000,37000000,-6300000,50200000,273000000,-8070000,-228400000,-275000000,-141800000,-631000000,277000000,-116600000,-244000000,26100000,237500000,-12500000,-2810000,-24850000,-106700000,114600000,5010000,11600000,-23790000,-339000000,124300000,321000000,-686000000,21500000,661000000,-215300000,114200000,690900,115800000,21440000,-15800000,13250000,-1873000,-17320000,8820000,-36000000,244000000,-9020000,121900000
2017/7/14,-13120500,-125500000,3000000,37400000,90000,39600000,407000000,12040000,-218300000,-248000000,-192000000,-511000000,317000000,-105900000,-229000000,35900000,219900000,1000000,-2310000,-26800000,-89800000,113600000,5780000,11100000,-8980000,-310000000,141500000,477000000,-839000000,231100000,566000000,-133400000,335300000,2218230,345300000,28120000,300000,15610000,-1251000,-12980000,11430000,-44900000,263000000,-2370000,365500000
2017/7/15,-28485200,-105500000,12700000,35600000,5680000,80100000,261000000,39360000,-191000000,-254000000,-150300000,-416000000,337000000,-89900000,-204000000,29500000,244100000,14700000,-1830000,-11260000,-65000000,107200000,5380000,1400000,8980000,-303000000,157000000,410000000,-655000000,283800000,542000000,-82000000,548700000,4094380,566700000,32880000,15100000,15400000,-187000,-12380000,14140000,-55000000,259000000,3890000,596800000
2017/7/16,-39111300,-83900000,17000000,35100000,8800000,106400000,122000000,55080000,-163300000,-250000000,-108200000,-349000000,338000000,-76500000,-182000000,32400000,243300000,17300000,-1440000,-7250000,-40900000,92500000,4750000,3400000,21410000,-284000000,155600000,315000000,-468000000,284200000,492000000,-42700000,635400000,6837070,660100000,33640000,17700000,14700000,2138000,-13090000,17360000,-59400000,253000000,7160000,696700000
2017/7/17,-45386600,-77900000,20300000,37500000,12980000,155100000,180000000,62850000,-130100000,-266000000,-71300000,-271000000,339000000,-59500000,-176000000,50200000,228200000,18500000,2080000,-19690000,-26000000,84000000,4450000,12800000,24800000,-269000000,154900000,428000000,-504000000,294600000,420000000,-11500000,683600000,7401700,709400000,37100000,21000000,17230000,3575000,-13930000,20380000,-63600000,247000000,9310000,745100000
2017/7/18,-37611900,-82600000,15600000,36400000,9150000,168300000,260000000,55840000,-120600000,-272000000,-39500000,-259000000,314000000,-58600000,-180000000,59900000,186000000,12500000,8250000,-27670000,-27800000,73700000,7470000,12600000,14890000,-231000000,129200000,511000000,-561000000,235600000,363000000,-21200000,572400000,6639320,596700000,31830000,11100000,16480000,4068000,-9300000,21220000,-56100000,233000000,7940000,625400000
2017/7/19,-12456000,-95000000,-13200000,29100000,-880000,142800000,227000000,1620000,-135000000,-272000000,-108600000,-345000000,230000000,-84900000,-190000000,41500000,125000000,-9100000,2690000,-29910000,-46800000,65400000,-70000,21200000,-1400000,-192000000,87600000,381000000,-604000000,135900000,306000000,-62900000,170000000,2371900,182900000,16720000,-12200000,10320000,56000,-19160000,5910000,-33300000,201000000,-10040000,194400000
2017/7/20,22157000,-135000000,-67000000,25800000,-13930000,110800000,279000000,-74420000,-169400000,-289000000,-177100000,-558000000,134000000,-125000000,-257000000,8600000,58000000,-48100000,-8810000,-30330000,-88200000,62700000,-14000000,51300000,-26950000,-163000000,32700000,302000000,-749000000,-88200000,275000000,-133600000,-419500000,-2500700,-422800000,-1000000,-49700000,3510000,-7277000,-31970000,-19090000,3700000,183000000,-35290000,-430900000
2017/7/21,60712000,-173600000,-102100000,26800000,-27180000,110000000,407000000,-129710000,-229600000,-356000000,-149200000,-747000000,94000000,-166900000,-307000000,-23300000,60000000,-81600000,-13520000,-13120000,-138000000,74500000,-10620000,57600000,-58060000,-180000000,-7800000,360000000,-923000000,-293800000,335000000,-242700000,-808300000,-5380500,-824400000,-17420000,-87700000,-4390000,-11611000,-29180000,-24650000,24300000,180000000,-45560000,-848700000
2017/7/22,53507100,-194400000,-107200000,31500000,-34380000,-33500000,183000000,-129530000,-328100000,-319000000,-87400000,-1004000000,92000000,-183000000,-329000000,-30900000,163000000,-92900000,-80000,-6400000,-165400000,94000000,-2790000,47300000,-79590000,-293000000,5900000,-17000000,-605000000,-525600000,646000000,-402500000,-971800000,-11196078,-1004300000,-20300000,-103200000,-3280000,-8667000,-32780000,-15420000,20400000,185000000,-47980000,-1044100000
2017/7/23,30979300,-234800000,-80500000,46700000,-35160000,263500000,911000000,-73880000,-272900000,-562000000,-107800000,-977000000,147000000,-203400000,-379000000,-7300000,122000000,-83300000,-10290000,-33880000,-186600000,129700000,5990000,29400000,-88270000,-293000000,65100000,1060000000,-1597000000,-482300000,607000000,-365100000,-850100000,-6907322,-882600000,-7850000,-98200000,-370000,-2154000,-9000000,-2410000,34900000,255000000,-46700000,-930500000
2017/7/24,15162900,-238800000,-56300000,51000000,-30460000,232800000,844000000,-42610000,-273300000,-523000000,-29200000,-935000000,183000000,-190500000,-368000000,-31600000,373000000,-62400000,1750000,14510000,-188300000,155400000,10560000,60600000,-82600000,-490000000,118600000,1002000000,-1411000000,-474500000,805000000,-449000000,-581900000,-3687800,-607300000,3920000,-79400000,5330000,-384000,-5730000,6730000,18200000,264000000,-42700000,-649600000
2017/7/25,4468400,-220400000,-27700000,46300000,-21910000,240700000,831000000,-12980000,-251600000,-497000000,-114900000,-860000000,238000000,-164800000,-329000000,8900000,421000000,-32900000,12560000,-2130000,-172100000,165800000,15650000,46200000,-68600000,-533000000,158300000,1046000000,-1448000000,-265200000,917000000,-413200000,-182900000,-1574600,-195700000,15780000,-48000000,12450000,278000,-1720000,14770000,-9300000,265000000,-31200000,-216300000
2017/7/26,-453600,-200500000,-17800000,47900000,-18550000,209300000,774000000,120000,-269200000,-480000000,-40300000,-818000000,275000000,-164000000,-309000000,-3800000,313000000,-26000000,8940000,11770000,-159100000,159000000,15410000,20100000,-54100000,-408000000,159100000,982000000,-1294000000,-234500000,798000000,-284900000,-38100000,-218700,-42200000,18840000,-39300000,13470000,273000,-100000,15870000,-17800000,283000000,-24700000,-46000000
2017/7/27,-8109400,-157900000,-5300000,43600000,-10740000,36400000,252000000,7260000,-254300000,-285000000,-32800000,-622000000,305000000,-134300000,-263000000,-1900000,312000000,-12000000,5480000,12860000,-133000000,139100000,12920000,13400000,-39900000,-385000000,146500000,308000000,-566000000,-22000000,670000000,-251300000,158400000,1086800,163600000,23830000,-20700000,15880000,-643000,-9190000,15980000,-37900000,274000000,-13700000,177600000
2017/7/28,-13172000,-121700000,4300000,35000000,-2320000,251000000,289000000,27740000,-152100000,-391000000,53500000,-384000000,305000000,-109400000,-218000000,60800000,213000000,10800000,2490000,-44110000,-89000000,119300000,10270000,5400000,-4700000,-320000000,155200000,590000000,-617000000,38400000,477000000,-119900000,412500000,2660170,426200000,30040000,5900000,17500000,-66000,-570000,14550000,-39500000,257000000,-7800000,452700000
2017/7/29,-25120800,-86700000,10300000,28900000,2800000,125500000,88000000,35270000,-121100000,-230000000,-167900000,-406000000,306000000,-78300000,-183000000,36500000,237000000,22000000,10530000,-6540000,-43300000,84100000,9030000,6600000,22600000,-282000000,131500000,277000000,-473000000,212100000,534000000,-69500000,528800000,3940520,547200000,30890000,17300000,16720000,94000,-12250000,16540000,-56500000,234000000,-1900000,577900000
2017/7/30,-31436700,-69300000,7300000,31900000,12100000,185500000,-60000000,42770000,-71400000,-241000000,-67300000,-212000000,275000000,-52900000,-157000000,43600000,172000000,5800000,-660000,-22370000,-3300000,44700000,3400000,24000000,39500000,-214000000,95400000,195000000,-238000000,221600000,291000000,-3200000,514000000,5538789,535300000,26920000,9900000,12790000,1415000,-12690000,12770000,-49700000,207000000,2200000,566500000
2017/7/31,-29030100,-64200000,2400000,41900000,14600000,273800000,-246000000,56960000,-50800000,-311000000,120300000,-99000000,238000000,-48700000,-145000000,66300000,116000000,-12500000,-16930000,-64300000,24900000,13000000,-3720000,23300000,36400000,-171000000,59100000,106000000,63000000,85900000,151000000,-9000000,434900000,5185391,453600000,23780000,-4700000,11110000,4496000,4910000,3790000,-18300000,201000000,6700000,478700000
