Time,NH4,NO3,ON,PO4,OP,CBOD,DO
2016/1/11 21:00,0.023228441,0.214835716,0.2,0.04,0.04,0,0
2016/1/11 22:00,0.022714461,0.218687472,0.2,0.04,0.04,0,0
2016/1/11 23:00,0.022170823,0.222762768,0.2,0.04,0.04,0,0
2016/1/12 0:00,0.021600376,0.227042279,0.2,0.04,0.04,0,0
2016/1/12 1:00,0.021006112,0.231505884,0.2,0.04,0.04,0,0
2016/1/12 2:00,0.020391151,0.236132769,0.2,0.04,0.04,0,0
2016/1/12 3:00,0.019758722,0.24090152,0.2,0.04,0.04,0,0
2016/1/12 4:00,0.019112149,0.245790224,0.2,0.04,0.04,0,0
2016/1/12 5:00,0.018454834,0.250776571,0.2,0.04,0.04,0,0
2016/1/12 6:00,0.01779024,0.25583796,0.2,0.04,0.04,0,0
2016/1/12 7:00,0.017121874,0.260951598,0.2,0.04,0.04,0,0
2016/1/12 8:00,0.016453268,0.266094611,0.2,0.04,0.04,0,0
2016/1/12 9:00,0.015787964,0.271244143,0.2,0.04,0.04,0,0
2016/1/12 10:00,0.015129491,0.276377464,0.2,0.04,0.04,0,0
2016/1/12 11:00,0.014481354,0.281472073,0.2,0.04,0.04,0,0
2016/1/12 12:00,0.013847012,0.286505797,0.2,0.04,0.04,0,0
2016/1/12 13:00,0.01322986,0.291456893,0.2,0.04,0.04,0,0
2016/1/12 14:00,0.012633216,0.296304145,0.2,0.04,0.04,0,0
2016/1/12 15:00,0.012060299,0.301026959,0.2,0.04,0.04,0,0
2016/1/12 16:00,0.011514215,0.305605451,0.2,0.04,0.04,0,0
2016/1/12 17:00,0.010997945,0.310020538,0.2,0.04,0.04,0,0
2016/1/12 18:00,0.010514321,0.31425402,0.2,0.04,0.04,0,0
2016/1/12 19:00,0.010066022,0.31828866,0.2,0.04,0.04,0,0
2016/1/12 20:00,0.009655549,0.322108254,0.2,0.04,0.04,0,0
2016/1/12 21:00,0.009285224,0.325697705,0.2,0.04,0.04,0,0
2016/1/12 22:00,0.008957168,0.329043084,0.2,0.04,0.04,0,0
2016/1/12 23:00,0.008673296,0.332131684,0.2,0.04,0.04,0,0
2016/1/13 0:00,0.008435302,0.334952081,0.2,0.04,0.04,0,0
2016/1/13 1:00,0.008244656,0.337494168,0.2,0.04,0.04,0,0
2016/1/13 2:00,0.008102592,0.339749203,0.2,0.04,0.04,0,0
2016/1/13 3:00,0.008010101,0.341709836,0.2,0.04,0.04,0,0
2016/1/13 4:00,0.007967928,0.343370137,0.2,0.04,0.04,0,0
2016/1/13 5:00,0.007976565,0.344725616,0.2,0.04,0.04,0,0
2016/1/13 6:00,0.008036252,0.345773231,0.2,0.04,0.04,0,0
2016/1/13 7:00,0.008146967,0.346511397,0.2,0.04,0.04,0,0
2016/1/13 8:00,0.008308436,0.346939982,0.2,0.04,0.04,0,0
2016/1/13 9:00,0.008520125,0.347060301,0.2,0.04,0.04,0,0
2016/1/13 10:00,0.008781246,0.346875096,0.2,0.04,0.04,0,0
2016/1/13 11:00,0.009090758,0.34638852,0.2,0.04,0.04,0,0
2016/1/13 12:00,0.009447375,0.345606103,0.2,0.04,0.04,0,0
2016/1/13 13:00,0.009849568,0.344534718,0.2,0.04,0.04,0,0
2016/1/13 14:00,0.010295573,0.343182544,0.2,0.04,0.04,0,0
2016/1/13 15:00,0.010783399,0.341559012,0.2,0.04,0.04,0,0
2016/1/13 16:00,0.011310837,0.339674758,0.2,0.04,0.04,0,0
2016/1/13 17:00,0.01187547,0.33754156,0.2,0.04,0.04,0,0
2016/1/13 18:00,0.012474685,0.335172277,0.2,0.04,0.04,0,0
2016/1/13 19:00,0.013105687,0.332580781,0.2,0.04,0.04,0,0
2016/1/13 20:00,0.013765505,0.32978188,0.2,0.04,0.04,0,0
2016/1/13 21:00,0.014451014,0.326791246,0.2,0.04,0.04,0,0
2016/1/13 22:00,0.015158948,0.323625329,0.2,0.04,0.04,0,0
2016/1/13 23:00,0.015885912,0.320301279,0.2,0.04,0.04,0,0
2016/1/14 0:00,0.0166284,0.316836853,0.2,0.04,0.04,0,0
2016/1/14 1:00,0.017382814,0.313250327,0.2,0.04,0.04,0,0
2016/1/14 2:00,0.018145479,0.309560406,0.2,0.04,0.04,0,0
2016/1/14 3:00,0.018912662,0.305786128,0.2,0.04,0.04,0,0
2016/1/14 4:00,0.019680587,0.301946773,0.2,0.04,0.04,0,0
2016/1/14 5:00,0.020445457,0.298061763,0.2,0.04,0.04,0,0
2016/1/14 6:00,0.021203472,0.294150572,0.2,0.04,0.04,0,0
2016/1/14 7:00,0.021950845,0.290232625,0.2,0.04,0.04,0,0
2016/1/14 8:00,0.022683823,0.286327208,0.2,0.04,0.04,0,0
2016/1/14 9:00,0.023398702,0.282453374,0.2,0.04,0.04,0,0
2016/1/14 10:00,0.024091852,0.278629847,0.2,0.04,0.04,0,0
2016/1/14 11:00,0.024759725,0.274874938,0.2,0.04,0.04,0,0
2016/1/14 12:00,0.025398883,0.271206454,0.2,0.04,0.04,0,0
2016/1/14 13:00,0.026006006,0.267641615,0.2,0.04,0.04,0,0
2016/1/14 14:00,0.026577916,0.264196972,0.2,0.04,0.04,0,0
2016/1/14 15:00,0.027111586,0.260888329,0.2,0.04,0.04,0,0
2016/1/14 16:00,0.027604162,0.257730672,0.2,0.04,0.04,0,0
2016/1/14 17:00,0.028052972,0.254738097,0.2,0.04,0.04,0,0
2016/1/14 18:00,0.028455542,0.251923746,0.2,0.04,0.04,0,0
2016/1/14 19:00,0.028809608,0.24929975,0.2,0.04,0.04,0,0
2016/1/14 20:00,0.02911313,0.246877172,0.2,0.04,0.04,0,0
2016/1/14 21:00,0.029364299,0.24466596,0.2,0.04,0.04,0,0
2016/1/14 22:00,0.029561548,0.242674903,0.2,0.04,0.04,0,0
2016/1/14 23:00,0.029703562,0.240911593,0.2,0.04,0.04,0,0
2016/1/15 0:00,0.029789284,0.239382398,0.2,0.04,0.04,0,0
2016/1/15 1:00,0.029817922,0.238092432,0.2,0.04,0.04,0,0
2016/1/15 2:00,0.029788949,0.237045542,0.2,0.04,0.04,0,0
2016/1/15 3:00,0.029702115,0.236244291,0.2,0.04,0.04,0,0
2016/1/15 4:00,0.029557444,0.235689955,0.2,0.04,0.04,0,0
2016/1/15 5:00,0.029355233,0.235382525,0.2,0.04,0.04,0,0
2016/1/15 6:00,0.029096058,0.235320712,0.2,0.04,0.04,0,0
2016/1/15 7:00,0.028780765,0.235501961,0.2,0.04,0.04,0,0
2016/1/15 8:00,0.028410475,0.235922472,0.2,0.04,0.04,0,0
2016/1/15 9:00,0.027986571,0.236577225,0.2,0.04,0.04,0,0
2016/1/15 10:00,0.027510701,0.237460013,0.2,0.04,0.04,0,0
2016/1/15 11:00,0.026984764,0.23856348,0.2,0.04,0.04,0,0
2016/1/15 12:00,0.026410907,0.239879162,0.2,0.04,0.04,0,0
2016/1/15 13:00,0.025791513,0.241397541,0.2,0.04,0.04,0,0
2016/1/15 14:00,0.025129191,0.243108095,0.2,0.04,0.04,0,0
2016/1/15 15:00,0.024426766,0.244999358,0.2,0.04,0.04,0,0
2016/1/15 16:00,0.023687266,0.247058983,0.2,0.04,0.04,0,0
2016/1/15 17:00,0.022913905,0.249273814,0.2,0.04,0.04,0,0
2016/1/15 18:00,0.022110075,0.251629951,0.2,0.04,0.04,0,0
2016/1/15 19:00,0.021279325,0.25411283,0.2,0.04,0.04,0,0
2016/1/15 20:00,0.020425348,0.256707299,0.2,0.04,0.04,0,0
